time(ms),power(W)
1747604400000,3963614
1747604520000,3916362
1747604640000,2942345
1747604760000,3926486
1747604880000,2521729
1747605000000,4014900
1747605120000,3998009
1747605240000,3962485
1747605360000,3949645
1747605480000,3942853
1747605600000,3971763
1747605720000,3970172
1747605840000,4022945
1747605960000,3933536
1747606080000,3976153
1747606200000,3979426
1747606320000,4057695
1747606440000,3932017
1747606560000,3934083
1747606680000,2472357
1747606800000,3897760
1747606920000,3932188
1747607040000,3894247
1747607160000,3941910
1747607280000,3889869
1747607400000,3868443
1747607520000,3927890
1747607640000,3929929
1747607760000,2495178
1747607880000,3920488
1747608000000,3903371
1747608120000,3909212
1747608240000,3960982
1747608360000,4001219
1747608480000,3153636
1747608600000,3892029
1747608720000,3262284
1747608840000,3930277
1747608960000,3902456
1747609080000,3878862
1747609200000,3994647
1747609320000,4008741
1747609440000,3985943
1747609560000,3963886
1747609680000,3210836
1747609800000,3985670
1747609920000,3990506
1747610040000,1544053
1747610160000,3914534
1747610280000,2968977
1747610400000,3907061
1747610520000,3912318
1747610640000,3905140
1747610760000,3946193
1747610880000,4284754
1747611000000,3133803
1747611120000,3931532
1747611240000,3878712
1747611360000,3919674
1747611480000,3858990
1747611600000,3181141
1747611720000,3938378
1747611840000,3015487
1747611960000,3938022
1747612080000,3995853
1747612200000,3989411
1747612320000,3932507
1747612440000,3916294
1747612560000,3854390
1747612680000,3802834
1747612800000,3850519
1747612920000,4039182
1747613040000,3313686
1747613160000,2523809
1747613280000,3821540
1747613400000,3197041
1747613520000,3955390
1747613640000,2978735
1747613760000,3932362
1747613880000,3937463
1747614000000,4036844
1747614120000,3928552
1747614240000,4019144
1747614360000,3952712
1747614480000,3948065
1747614600000,3984081
1747614720000,3969375
1747614840000,3929848
1747614960000,3967181
1747615080000,4024807
1747615200000,4048367
1747615320000,3919626
1747615440000,2222818
1747615560000,3926297
1747615680000,4005330
1747615800000,4040809
1747615920000,3987557
1747616040000,2188099
1747616160000,3185739
1747616280000,4016347
1747616400000,3987401
1747616520000,4002420
1747616640000,3954797
1747616760000,3886028
1747616880000,3943692
1747617000000,3142536
1747617120000,3920109
1747617240000,3215872
1747617360000,4044842
1747617480000,3989928
1747617600000,3979448
1747617720000,3918014
1747617840000,3949237
1747617960000,3905642
1747618080000,3977030
1747618200000,3923441
1747618320000,3163076
1747618440000,3979086
1747618560000,3226022
1747618680000,4054331
1747618800000,3179583
1747618920000,4035317
1747619040000,3994390
1747619160000,4041819
1747619280000,4006981
1747619400000,4124879
1747619520000,3914067
1747619640000,3982800
1747619760000,3970208
1747619880000,4309906
1747620000000,4057265
1747620120000,3977280
1747620240000,4114472
1747620360000,4176311
1747620480000,4229268
1747620600000,3287918
1747620720000,4117922
1747620840000,4096411
1747620960000,4053181
1747621080000,4148153
1747621200000,4083377
1747621320000,4184143
1747621440000,4139400
1747621560000,4052294
1747621680000,4177884
1747621800000,4108456
1747621920000,4173248
1747622040000,4221018
1747622160000,4110117
1747622280000,4161767
1747622400000,4238700
1747622520000,4000561
1747622640000,4070259
1747622760000,3994064
1747622880000,3975395
1747623000000,4075022
1747623120000,4128516
1747623240000,3192608
1747623360000,4041083
1747623480000,4024942
1747623600000,4025626
1747623720000,3969909
1747623840000,3940903
1747623960000,3978670
1747624080000,4026637
1747624200000,4077233
1747624320000,3995068
1747624440000,4079528
1747624560000,4096681
1747624680000,4096870
1747624800000,4113834
1747624920000,3244373
1747625040000,4075142
1747625160000,4157985
1747625280000,3304982
1747625400000,2656685
1747625520000,4187383
1747625640000,2292039
1747625760000,4120055
1747625880000,4192263
1747626000000,4151261
1747626120000,3076387
1747626240000,4111458
1747626360000,4122820
1747626480000,4156224
1747626600000,4135734
1747626720000,4200775
1747626840000,4159568
1747626960000,4115296
1747627080000,4087683
1747627200000,4136108
1747627320000,4017749
1747627440000,4073978
1747627560000,3288581
1747627680000,4100493
1747627800000,4153141
1747627920000,4096808
1747628040000,4142723
1747628160000,4113447
1747628280000,4265088
1747628400000,3284721
1747628520000,3349181
1747628640000,4196827
1747628760000,4233617
1747628880000,4105989
1747629000000,3326752
1747629120000,3302818
1747629240000,4072643
1747629360000,4163841
1747629480000,4201480
1747629600000,4207082
1747629720000,1926787
1747629840000,4205471
1747629960000,4098742
1747630080000,4145946
1747630200000,4093190
1747630320000,4138453
1747630440000,4247300
1747630560000,4229990
1747630680000,3346728
1747630800000,4108560
1747630920000,4115335
1747631040000,4076198
1747631160000,4057352
1747631280000,3296498
1747631400000,4166706
1747631520000,4054997
1747631640000,1751467
1747631760000,4166936
1747631880000,4088552
1747632000000,4173390
1747632120000,4109527
1747632240000,4091853
1747632360000,3216461
1747632480000,3278652
1747632600000,4104676
1747632720000,4106097
1747632840000,2193343
1747632960000,4063352
1747633080000,4134221
1747633200000,2762759
1747633320000,4090148
1747633440000,4086321
1747633560000,4155204
1747633680000,4092548
1747633800000,2998380
1747633920000,4020842
1747634040000,4121439
1747634160000,4111292
1747634280000,4159107
1747634400000,4064481
1747634520000,4110175
1747634640000,4256561
1747634760000,4188064
1747634880000,4234708
1747635000000,4229030
1747635120000,4196872
1747635240000,4239802
1747635360000,2792487
1747635480000,4279306
1747635600000,4196361
1747635720000,4349125
1747635840000,4195144
1747635960000,4275178
1747636080000,4240580
1747636200000,4229802
1747636320000,4304156
1747636440000,3202965
1747636560000,4177398
1747636680000,4288818
1747636800000,4186470
1747636920000,4212315
1747637040000,4283192
1747637160000,4200793
1747637280000,3222218
1747637400000,4173795
1747637520000,4109812
1747637640000,3220563
1747637760000,3175207
1747637880000,4144157
1747638000000,4125022
1747638120000,4171249
1747638240000,4204011
1747638360000,2694678
1747638480000,2393769
1747638600000,3393335
1747638720000,4256903
1747638840000,3228769
1747638960000,4073427
1747639080000,4237269
1747639200000,4209809
1747639320000,4217373
1747639440000,4274126
1747639560000,4157380
1747639680000,3322371
1747639800000,4189574
1747639920000,4182123
1747640040000,4313743
1747640160000,4180130
1747640280000,4181954
1747640400000,3363543
1747640520000,1911038
1747640640000,4153472
1747640760000,3411270
1747640880000,4200340
1747641000000,2327734
1747641120000,4112683
1747641240000,4078809
1747641360000,4165475
1747641480000,4085261
1747641600000,4173328
1747641720000,4058812
1747641840000,4176077
1747641960000,4165339
1747642080000,3301720
1747642200000,2719392
1747642320000,4168548
1747642440000,4218940
1747642560000,4263133
1747642680000,4165367
1747642800000,4233413
1747642920000,4167676
1747643040000,4254376
1747643160000,4277116
1747643280000,4183601
1747643400000,4281323
1747643520000,4189796
1747643640000,4272117
1747643760000,4225992
1747643880000,4192977
1747644000000,4265011
1747644120000,4241004
1747644240000,4279380
1747644360000,4181914
1747644480000,4323364
1747644600000,4258080
1747644720000,4148252
1747644840000,3372319
1747644960000,4178443
1747645080000,4086021
1747645200000,3346402
1747645320000,4120713
1747645440000,4199722
1747645560000,4163462
1747645680000,4147065
1747645800000,4278078
1747645920000,4179392
1747646040000,4226159
1747646160000,4211519
1747646280000,4210869
1747646400000,4189102
1747646520000,4274400
1747646640000,4168713
1747646760000,4182487
1747646880000,4234901
1747647000000,4205263
1747647120000,4248922
1747647240000,2717949
1747647360000,4403399
1747647480000,4262542
1747647600000,4205003
1747647720000,4368237
1747647840000,4196197
1747647960000,4187038
1747648080000,4132812
1747648200000,4253625
1747648320000,4232487
1747648440000,4163211
1747648560000,4106792
1747648680000,4255985
1747648800000,4103314
1747648920000,2738944
1747649040000,3084262
1747649160000,4144523
1747649280000,4165748
1747649400000,4279336
1747649520000,4187606
1747649640000,4184975
1747649760000,3965340
1747649880000,2885481
1747650000000,4249128
1747650120000,4213601
1747650240000,4185458
1747650360000,4115315
1747650480000,4218640
1747650600000,4251316
1747650720000,4163399
1747650840000,4239948
1747650960000,4230214
1747651080000,4257231
1747651200000,4280344
1747651320000,4307724
1747651440000,4300055
1747651560000,4307835
1747651680000,4206396
1747651800000,4197206
1747651920000,4207239
1747652040000,4330576
1747652160000,4223249
1747652280000,4018940
1747652400000,3980312
1747652520000,4042080
1747652640000,3250711
1747652760000,4114175
1747652880000,4160688
1747653000000,4222420
1747653120000,4184836
1747653240000,4180729
1747653360000,4280849
1747653480000,4224935
1747653600000,4114288
1747653720000,4197022
1747653840000,4150333
1747653960000,1819904
1747654080000,4200949
1747654200000,4062277
1747654320000,4075926
1747654440000,4139306
1747654560000,4125130
1747654680000,4095548
1747654800000,4115858
1747654920000,4050893
1747655040000,4120728
1747655160000,4010975
1747655280000,3887628
1747655400000,4093021
1747655520000,4165350
1747655640000,4128650
1747655760000,4075068
1747655880000,4011133
1747656000000,3990992
1747656120000,4019971
1747656240000,4051001
1747656360000,3177351
1747656480000,3990273
1747656600000,4032319
1747656720000,4073449
1747656840000,3175678
1747656960000,4054886
1747657080000,4021674
1747657200000,4081487
1747657320000,4080233
1747657440000,4035602
1747657560000,4063880
1747657680000,3926346
1747657800000,3990241
1747657920000,3950746
1747658040000,4034450
1747658160000,4103739
1747658280000,3970960
1747658400000,3982720
1747658520000,3947677
1747658640000,4005690
1747658760000,3945724
1747658880000,4008888
1747659000000,4058943
1747659120000,4046038
1747659240000,4047661
1747659360000,3970824
1747659480000,3936283
1747659600000,3943526
1747659720000,3963814
1747659840000,4009272
1747659960000,4086428
1747660080000,4026421
1747660200000,2994241
1747660320000,3906518
1747660440000,3932240
1747660560000,3097903
1747660680000,4056688
1747660800000,3983784
1747660920000,4046498
1747661040000,3964799
1747661160000,3111540
1747661280000,3942643
1747661400000,3905245
1747661520000,3021005
1747661640000,3991045
1747661760000,3950287
1747661880000,4041528
1747662000000,3974546
1747662120000,3993497
1747662240000,3967587
1747662360000,3963878
1747662480000,3981443
1747662600000,3898150
1747662720000,3826051
1747662840000,3802629
1747662960000,3603100
1747663080000,3600865
1747663200000,3537833
1747663320000,3586992
1747663440000,3659922
1747663560000,3630206
1747663680000,3598021
1747663800000,3577074
1747663920000,3699775
1747664040000,3577787
1747664160000,1972791
1747664280000,3537953
1747664400000,3569387
1747664520000,3684530
1747664640000,3785398
1747664760000,3695907
1747664880000,3836650
1747665000000,3719575
1747665120000,3760232
1747665240000,2955316
1747665360000,3698964
1747665480000,3723190
1747665600000,2566116
1747665720000,3796436
1747665840000,3756746
1747665960000,2649218
1747666080000,3776745
1747666200000,3730647
1747666320000,3715817
1747666440000,3958269
1747666560000,3882387
1747666680000,4097213
1747666800000,4009205
1747666920000,3963367
1747667040000,3986112
1747667160000,3943422
1747667280000,3993625
1747667400000,3252745
1747667520000,4073742
1747667640000,2788752
1747667760000,3267875
1747667880000,4312509
1747668000000,4240584
1747668120000,3330523
1747668240000,4229369
1747668360000,4224254
1747668480000,4271818
1747668600000,3292997
1747668720000,4309862
1747668840000,4282744
1747668960000,4252630
1747669080000,4238975
1747669200000,2805699
1747669320000,4308230
1747669440000,2833096
1747669560000,4288592
1747669680000,4249646
1747669800000,4253608
1747669920000,4230215
1747670040000,4340468
1747670160000,4249849
1747670280000,4230255
1747670400000,4144598
1747670520000,3228551
1747670640000,4152587
1747670760000,4179718
1747670880000,4225797
1747671000000,4265640
1747671120000,4211562
1747671240000,4277252
1747671360000,4243095
1747671480000,3315057
1747671600000,4297591
1747671720000,4290261
1747671840000,4250274
1747671960000,4273200
1747672080000,4262621
1747672200000,4255110
1747672320000,4170467
1747672440000,3994874
1747672560000,3985012
1747672680000,4233731
1747672800000,4270812
1747672920000,4298039
1747673040000,4292738
1747673160000,4348500
1747673280000,4380497
1747673400000,2792878
1747673520000,4318128
1747673640000,3321185
1747673760000,4187482
1747673880000,4244414
1747674000000,4192381
1747674120000,4214173
1747674240000,4243874
1747674360000,2437224
1747674480000,3385661
1747674600000,4317687
1747674720000,4319633
1747674840000,4264634
1747674960000,4144996
1747675080000,4248726
1747675200000,4131269
1747675320000,4232003
1747675440000,4289299
1747675560000,2838431
1747675680000,4315366
1747675800000,4284379
1747675920000,4203073
1747676040000,4200153
1747676160000,4265058
1747676280000,4215583
1747676400000,4215667
1747676520000,4215685
1747676640000,4282739
1747676760000,4189898
1747676880000,4185947
1747677000000,4372144
1747677120000,4319322
1747677240000,4147869
1747677360000,4100262
1747677480000,3973925
1747677600000,3940870
1747677720000,3839917
1747677840000,4028444
1747677960000,4021785
1747678080000,3240235
1747678200000,4078124
1747678320000,3111534
1747678440000,3223215
1747678560000,3196689
1747678680000,2600310
1747678800000,3978384
1747678920000,4042198
1747679040000,4077212
1747679160000,4150221
1747679280000,4082423
1747679400000,4062148
1747679520000,2567898
1747679640000,3175348
1747679760000,4063157
1747679880000,4023710
1747680000000,3959008
1747680120000,3996364
1747680240000,3998668
1747680360000,3952622
1747680480000,2526974
1747680600000,3876883
1747680720000,3074923
1747680840000,3952968
1747680960000,3906370
1747681080000,2971199
1747681200000,3785581
1747681320000,3814057
1747681440000,3907426
1747681560000,3940087
1747681680000,3947314
1747681800000,3889978
1747681920000,3912313
1747682040000,3965579
1747682160000,4050249
1747682280000,3918159
1747682400000,4073963
1747682520000,3882891
1747682640000,3965397
1747682760000,4012356
1747682880000,3136452
1747683000000,4038044
1747683120000,4038373
1747683240000,3991665
1747683360000,2577864
1747683480000,3992385
1747683600000,4012065
1747683720000,3928140
1747683840000,3992441
1747683960000,3882508
1747684080000,3057565
1747684200000,3875890
1747684320000,3857317
1747684440000,3801312
1747684560000,3820532
1747684680000,2883260
1747684800000,3764905
1747684920000,3885618
1747685040000,3795952
1747685160000,2574288
1747685280000,3839609
1747685400000,2875150
1747685520000,2904035
1747685640000,2917553
1747685760000,2993063
1747685880000,3708262
1747686000000,3668085
1747686120000,3602579
1747686240000,2948983
1747686360000,3687254
1747686480000,3837661
1747686600000,3880763
1747686720000,3857873
1747686840000,3047859
1747686960000,2954870
1747687080000,3797872
1747687200000,3816578
1747687320000,3832397
1747687440000,3133048
1747687560000,3937094
1747687680000,3903298
1747687800000,3856412
1747687920000,3851173
1747688040000,3889160
1747688160000,3874307
1747688280000,3919380
1747688400000,2527742
1747688520000,3962429
1747688640000,3114944
1747688760000,3902539
1747688880000,3112298
1747689000000,3976554
1747689120000,3931749
1747689240000,3899461
1747689360000,3950444
1747689480000,3864510
1747689600000,3914204
1747689720000,3987793
1747689840000,2185456
1747689960000,3902920
1747690080000,3869745
1747690200000,3018975
1747690320000,3881983
1747690440000,3848242
1747690560000,3025032
1747690680000,3875223
1747690800000,3947923
1747690920000,3072779
1747691040000,3846259
1747691160000,3857190
1747691280000,3862768
1747691400000,3900309
1747691520000,3887333
1747691640000,3852759
1747691760000,3903455
1747691880000,3827980
1747692000000,3826486
1747692120000,3861371
1747692240000,3826870
1747692360000,3911708
1747692480000,4003633
1747692600000,3097707
1747692720000,3848800
1747692840000,3903108
1747692960000,3908071
1747693080000,3822261
1747693200000,3852451
1747693320000,3832825
1747693440000,3008990
1747693560000,3895205
1747693680000,3841238
1747693800000,3931714
1747693920000,3910302
1747694040000,3901889
1747694160000,3836123
1747694280000,3784482
1747694400000,3799318
1747694520000,2770887
1747694640000,3757197
1747694760000,3753557
1747694880000,3750324
1747695000000,2843444
1747695120000,3825867
1747695240000,3726334
1747695360000,3827839
1747695480000,2979383
1747695600000,3831561
1747695720000,3850676
1747695840000,3809058
1747695960000,3763058
1747696080000,3801296
1747696200000,3776745
1747696320000,3062947
1747696440000,3743603
1747696560000,4261486
1747696680000,3025726
1747696800000,3767782
1747696920000,3065774
1747697040000,3914223
1747697160000,3877464
1747697280000,3798243
1747697400000,3717612
1747697520000,3768629
1747697640000,3817854
1747697760000,3846300
1747697880000,3831421
1747698000000,3914873
1747698120000,3739485
1747698240000,3743394
1747698360000,3748582
1747698480000,3755545
1747698600000,3143919
1747698720000,3940135
1747698840000,3791355
1747698960000,3858432
1747699080000,3865743
1747699200000,3769870
1747699320000,3821395
1747699440000,3858269
1747699560000,3870335
1747699680000,3809272
1747699800000,3781269
1747699920000,2216491
1747700040000,3791695
1747700160000,3727907
1747700280000,3747759
1747700400000,3790180
1747700520000,3722556
1747700640000,3893601
1747700760000,3971920
1747700880000,3743935
1747701000000,3753650
1747701120000,2243515
1747701240000,3768536
1747701360000,3779451
1747701480000,3795156
1747701600000,2980358
1747701720000,3743553
1747701840000,3074073
1747701960000,3859052
1747702080000,3782398
1747702200000,2973423
1747702320000,3757165
1747702440000,3740843
1747702560000,3717121
1747702680000,3081372
1747702800000,3033213
1747702920000,3189972
1747703040000,3727694
1747703160000,3742572
1747703280000,3942685
1747703400000,3731511
1747703520000,3827434
1747703640000,3819319
1747703760000,3765607
1747703880000,3796212
1747704000000,3799314
1747704120000,3025607
1747704240000,3828640
1747704360000,2891185
1747704480000,3874183
1747704600000,2995330
1747704720000,4097391
1747704840000,3116086
1747704960000,3861147
1747705080000,3864186
1747705200000,3931206
1747705320000,3848742
1747705440000,2924265
1747705560000,3912480
1747705680000,3869726
1747705800000,3087933
1747705920000,3096915
1747706040000,3860245
1747706160000,3804110
1747706280000,3802733
1747706400000,2996697
1747706520000,3837711
1747706640000,2995263
1747706760000,3846551
1747706880000,3896297
1747707000000,3825044
1747707120000,3836411
1747707240000,3223954
1747707360000,3882075
1747707480000,3938785
1747707600000,3891174
1747707720000,3870686
1747707840000,3023515
1747707960000,3151129
1747708080000,3108089
1747708200000,3084865
1747708320000,3984859
1747708440000,3973222
1747708560000,3072327
1747708680000,3961222
1747708800000,3994721
1747708920000,3938962
1747709040000,3950039
1747709160000,3949434
1747709280000,3995566
1747709400000,3975657
1747709520000,3970208
1747709640000,3879624
1747709760000,3879334
1747709880000,3816448
1747710000000,3871868
1747710120000,3939419
1747710240000,3951727
1747710360000,3836569
1747710480000,3818941
1747710600000,3729788
1747710720000,3733008
1747710840000,2881469
1747710960000,3681141
1747711080000,2774467
1747711200000,3678435
1747711320000,3691002
1747711440000,3724602
1747711560000,3653947
1747711680000,3673622
1747711800000,3669891
1747711920000,3696633
1747712040000,3688918
1747712160000,3683941
1747712280000,3727437
1747712400000,3693751
1747712520000,3650511
1747712640000,2460516
1747712760000,3848913
1747712880000,3850820
1747713000000,3829338
1747713120000,4128272
1747713240000,4232153
1747713360000,4144696
1747713480000,3955360
1747713600000,1840147
1747713720000,4273728
1747713840000,4191128
1747713960000,2895183
1747714080000,4313254
1747714200000,4058066
1747714320000,3066933
1747714440000,4270552
1747714560000,4202551
1747714680000,4161084
1747714800000,4146352
1747714920000,3297096
1747715040000,3114796
1747715160000,4088760
1747715280000,4259341
1747715400000,1748044
1747715520000,3907607
1747715640000,4024828
1747715760000,3335401
1747715880000,3071161
1747716000000,4213041
1747716120000,4232188
1747716240000,4017910
1747716360000,3942519
1747716480000,4009453
1747716600000,3860944
1747716720000,3994620
1747716840000,3873058
1747716960000,4159953
1747717080000,4063876
1747717200000,4096757
1747717320000,4123039
1747717440000,4080260
1747717560000,4245496
1747717680000,3939350
1747717800000,3937229
1747717920000,4076300
1747718040000,4173533
1747718160000,4234877
1747718280000,3051931
1747718400000,2153747
1747718520000,3805947
1747718640000,3822686
1747718760000,3741696
1747718880000,3951232
1747719000000,3852166
1747719120000,3808446
1747719240000,3904821
1747719360000,3879684
1747719480000,2884825
1747719600000,3904901
1747719720000,3933600
1747719840000,3860649
1747719960000,3897771
1747720080000,3913440
1747720200000,3855082
1747720320000,3926767
1747720440000,3898290
1747720560000,2417478
1747720680000,3747526
1747720800000,3829954
1747721040000,3879371
1747721160000,3845400
1747721280000,3026293
1747721400000,3867174
1747721520000,3881282
1747721640000,3825389
1747721760000,3872107
1747721880000,3829185
1747722000000,3906524
1747722120000,3843275
1747722240000,3857777
1747722360000,3889095
1747722480000,3836745
1747722600000,3002577
1747722720000,3861111
1747722840000,3851889
1747722960000,2519844
1747723080000,3876033
1747723200000,3867667
1747723320000,3896227
1747723440000,3111945
1747723560000,3874499
1747723680000,3886932
1747723800000,3926074
1747723920000,3825833
1747724040000,3861901
1747724160000,3842211
1747724280000,3870841
1747724400000,3105965
1747724520000,3863352
1747724640000,2512489
1747724760000,3860260
1747724880000,3848114
1747725000000,3861730
1747725120000,3889597
1747725240000,3796202
1747725360000,3803630
1747725480000,3790545
1747725600000,2498335
1747725720000,3832098
1747725840000,3811162
1747725960000,3788559
1747726080000,3820139
1747726200000,3834247
1747726320000,3862102
1747726440000,2163071
1747726680000,3903454
1747726800000,3868469
1747726920000,3857996
1747727040000,3100472
1747727160000,2955784
1747727280000,3846273
1747727400000,3873950
1747727520000,3857903
1747727640000,3858979
1747727760000,3863862
1747727880000,3842331
1747728000000,3916555
1747728120000,3909547
1747728240000,3872786
1747728360000,3853169
1747728480000,3911685
1747728600000,3879121
1747728720000,3879981
1747728840000,3865525
1747728960000,3864495
1747729080000,3828127
1747729200000,3900203
1747729320000,3841560
1747729440000,2095035
1747729560000,2103897
1747729680000,3863627
1747729800000,3840645
1747729920000,3830582
1747730040000,3852244
1747730160000,3843470
1747730280000,3853205
1747730400000,3824654
1747730520000,3867711
1747730640000,3821125
1747730760000,3847112
1747730880000,3009548
1747731000000,3824013
1747731120000,3891704
1747731240000,3067683
1747731360000,3838286
1747731480000,3832174
1747731600000,3839242
1747731720000,3824263
1747731840000,3006956
1747731960000,3882933
1747732080000,3836956
1747732200000,3832309
1747732320000,1701684
1747732440000,3793037
1747732560000,3867998
1747732680000,3797932
1747732800000,3785341
1747732920000,1574107
1747733040000,2985117
1747733160000,3842472
1747733280000,2202135
1747733400000,3823257
1747733520000,3837691
1747733640000,3836238
1747733760000,3833681
1747733880000,2899340
1747734000000,2506893
1747734120000,3826415
1747734240000,2952784
1747734360000,2997472
1747734480000,3805800
1747734600000,3803719
1747734720000,3807487
1747734840000,3747147
1747734960000,3745645
1747735080000,3749816
1747735200000,2945904
1747735320000,2885888
1747735440000,3834242
1747735560000,3795493
1747735680000,3811107
1747735800000,3856285
1747735920000,3807033
1747736040000,3783657
1747736160000,3790514
1747736280000,2946243
1747736400000,3784108
1747736520000,3813913
1747736640000,3782351
1747736760000,3000035
1747736880000,3805063
1747737000000,3805754
1747737120000,3827721
1747737240000,3821761
1747737360000,3789431
1747737480000,2560090
1747737600000,3818268
1747737720000,3837966
1747737840000,2914191
1747737960000,3845505
1747738080000,3813581
1747738200000,2904439
1747738320000,3822394
1747738440000,3800213
1747738560000,3807895
1747738680000,3815519
1747738800000,3785714
1747738920000,3828157
1747739040000,3009389
1747739160000,2984472
1747739280000,3803002
1747739400000,3781477
1747739520000,3777525
1747739640000,2570547
1747739760000,2974391
1747739880000,3767900
1747740000000,2972705
1747740120000,3767022
1747740240000,3731866
1747740360000,3730455
1747740480000,3748476
1747740600000,3743123
1747740720000,3755929
1747740840000,3726202
1747740960000,2860994
1747741080000,2050565
1747741200000,3742409
1747741320000,2557626
1747741440000,2965391
1747741560000,3740180
1747741680000,3733191
1747741800000,3708227
1747741920000,3726761
1747742040000,2819290
1747742160000,3717022
1747742280000,3697458
1747742400000,3728891
1747742520000,3686617
1747742640000,2550091
1747742760000,2802245
1747742880000,3699689
1747743000000,3688247
1747743120000,2860762
1747743240000,2793574
1747743360000,2767763
1747743480000,3611236
1747743600000,3633879
1747743720000,3647027
1747743840000,3651892
1747743960000,2828293
1747744080000,3596983
1747744200000,3654394
1747744320000,3614814
1747744440000,3615846
1747744560000,2506198
1747744680000,3598189
1747744800000,3635534
1747744920000,3608486
1747745040000,3619935
1747745160000,3557680
1747745280000,3591046
1747745400000,3619804
1747745520000,3643198
1747745640000,3619004
1747745760000,3643199
1747745880000,3621138
1747746000000,3635701
1747746120000,3600451
1747746240000,3613921
1747746360000,3617058
1747746480000,2571031
1747746600000,2791668
1747746720000,3591757
1747746840000,2634991
1747746960000,3575040
1747747080000,3581433
1747747200000,3568011
1747747320000,3594114
1747747440000,3553987
1747747560000,3573683
1747747680000,3572616
1747747800000,3537696
1747747920000,3552197
1747748040000,3540067
1747748160000,3514726
1747748280000,3543010
1747748400000,3540183
1747748520000,2603429
1747748640000,3503030
1747748760000,3531126
1747748880000,2720465
1747749000000,3507276
1747749120000,3534380
1747749240000,3529531
1747749360000,3666546
1747749480000,2861368
1747749600000,2842562
1747749720000,2777683
1747749840000,3644935
1747749960000,2743058
1747750080000,3683461
1747750200000,3669000
1747750320000,3686549
1747750440000,2741630
1747750560000,3686750
1747750680000,3672572
1747750800000,2774287
1747750920000,3683207
1747751040000,2803010
1747751160000,3691912
1747751280000,3701498
1747751400000,2771626
1747751520000,3686410
1747751640000,1681776
1747751760000,3689429
1747751880000,3656821
1747752000000,3670935
1747752120000,2733573
1747752240000,2611925
1747752360000,2751879
1747752480000,2751147
1747752600000,3679524
1747752720000,3620741
1747752840000,3638955
1747752960000,3619077
1747753080000,3679433
1747753200000,3642806
1747753320000,3638220
1747753440000,3610344
1747753560000,3604666
1747753680000,3602348
1747753800000,3626334
1747753920000,3586530
1747754040000,3560204
1747754160000,3583806
1747754280000,3554296
1747754400000,3577913
1747754520000,3607487
1747754640000,3562080
1747754760000,3707855
1747754880000,3733291
1747755000000,3706651
1747755120000,3700577
1747755240000,3716929
1747755360000,2841403
1747755480000,2787650
1747755600000,3698824
1747755720000,3657659
1747755840000,2777651
1747755960000,2778646
1747756080000,3691414
1747756200000,3687390
1747756320000,3667529
1747756440000,2763960
1747756560000,3656810
1747756680000,3682219
1747756800000,3646756
1747756920000,3622962
1747757040000,3657308
1747757160000,3614636
1747757280000,3618255
1747757400000,2742035
1747757520000,3614715
1747757640000,3646565
1747757760000,3607133
1747757880000,3630161
1747758000000,3612443
1747758120000,3633361
1747758240000,3641362
1747758360000,3625223
1747758480000,1647499
1747758600000,3576846
1747758720000,3557146
1747758840000,3505669
1747758960000,2519683
1747759080000,2441345
1747759200000,2634857
1747759320000,3431435
1747759440000,2657537
1747759560000,3429225
1747759680000,2530581
1747759800000,2662753
1747759920000,3440512
1747760040000,3440616
1747760160000,3414663
1747760280000,2412558
1747760400000,3347926
1747760520000,3457593
1747760640000,3460634
1747760760000,3423470
1747760880000,3682667
1747761000000,3805731
1747761120000,3862336
1747761240000,1798440
1747761360000,3848006
1747761480000,3889209
1747761600000,3832389
1747761720000,3890814
1747761840000,3895842
1747761960000,3832101
1747762080000,3879184
1747762200000,3846384
1747762320000,3874802
1747762440000,3788147
1747762560000,3832530
1747762680000,3783091
1747762800000,3836179
1747762920000,3841496
1747763040000,3818966
1747763160000,3801896
1747763280000,3780772
1747763400000,3812635
1747763520000,3769887
1747763640000,3858052
1747763760000,3118779
1747763880000,3924486
1747764000000,3869273
1747764120000,3969846
1747764240000,3922575
1747764360000,4115960
1747764480000,4036651
1747764600000,4010646
1747764720000,3987421
1747764840000,4147861
1747764960000,3266410
1747765080000,2695713
1747765200000,3932298
1747765320000,4007055
1747765440000,4080479
1747765560000,4015577
1747765680000,4064410
1747765800000,4069780
1747765920000,3932908
1747766040000,1627065
1747766160000,4037274
1747766280000,3847226
1747766400000,3977695
1747766520000,3985032
1747766640000,3861158
1747766760000,2313762
1747766880000,3929853
1747767000000,3938255
1747767120000,3854408
1747767240000,3947566
1747767360000,3966852
1747767480000,3200220
1747767600000,3910486
1747767720000,3941291
1747767840000,3951295
1747767960000,3917201
1747768080000,3997966
1747768200000,4024098
1747768320000,3976607
1747768440000,3963241
1747768560000,3921969
1747768680000,3985775
1747768800000,4033920
1747768920000,3998479
1747769040000,4034121
1747769160000,4059637
1747769280000,4048440
1747769400000,4077350
1747769520000,4019306
1747769640000,4020126
1747769760000,3992670
1747769880000,4044537
1747770000000,4012299
1747770120000,3137328
1747770240000,3964904
1747770360000,3936585
1747770480000,3918962
1747770600000,3955589
1747770720000,3957114
1747770840000,3956521
1747770960000,3924262
1747771080000,3985064
1747771200000,3941731
1747771320000,3935556
1747771440000,3893572
1747771560000,3914998
1747771680000,3966726
1747771800000,4001189
1747771920000,4086263
1747772040000,4041508
1747772160000,3991352
1747772280000,4077087
1747772400000,4014057
