time(ms),power(W)
1746722880000,3279822
1746723000000,2398512
1746723120000,3235076
1746723240000,3288731
1746723360000,3280132
1746723480000,2474918
1746723600000,3237835
1746723720000,3280824
1746723840000,2483643
1746723960000,3234620
1746724080000,2285447
1746724200000,3253741
1746724320000,3282446
1746724440000,3242377
1746724560000,3262578
1746724680000,2564856
1746724800000,3227528
1746724920000,3244449
1746725040000,3300148
1746725160000,3323145
1746725280000,3277903
1746725400000,3323602
1746725520000,3319315
1746725640000,3347636
1746725760000,3337558
1746725880000,3313529
1746726000000,3330567
1746726120000,3312750
1746726240000,3331888
1746726360000,2627018
1746726480000,3324134
1746726600000,2561385
1746726720000,3324841
1746726840000,3339837
1746726960000,3375884
1746727080000,2533813
1746727200000,3341150
1746727320000,3321825
1746727440000,3346589
1746727560000,3392412
1746727680000,3337744
1746727800000,3294083
1746727920000,3297062
1746728040000,1445816
1746728160000,3313502
1746728400000,2447253
1746728520000,3237703
1746728640000,3225563
1746728760000,3204185
1746728880000,3249560
1746729000000,3247450
1746729120000,3317746
1746729240000,3320430
1746729360000,3268693
1746729480000,3239471
1746729600000,3332891
1746729720000,3323124
1746729840000,3347200
1746729960000,3384083
1746730080000,3395719
1746730200000,2419320
1746730320000,3256372
1746730440000,3283227
1746730560000,3355272
1746730680000,3262359
1746730800000,3211086
1746730920000,2149703
1746731040000,3135771
1746731160000,3121399
1746731280000,3169418
1746731400000,3185904
1746731520000,3224328
1746731640000,2398203
1746731760000,2195314
1746731880000,3143016
1746732000000,3143554
1746732120000,3154849
1746732240000,3171631
1746732360000,3158729
1746732480000,3166317
1746732600000,2307063
1746732720000,3120160
1746732840000,3123470
1746732960000,3130957
1746733080000,3144901
1746733200000,3187779
1746733320000,3292642
1746733440000,3313516
1746733560000,3276918
1746733680000,3315252
1746733800000,3337431
1746733920000,3349117
1746734040000,3232355
1746734160000,2518699
1746734280000,3295048
1746734400000,3315582
1746734520000,3275750
1746734640000,3191920
1746734760000,3243882
1746734880000,3255661
1746735000000,3091886
1746735120000,2273539
1746735240000,2025535
1746735360000,3021836
1746735480000,3024749
1746735600000,3002827
1746735720000,2444361
1746735840000,2956671
1746735960000,2979256
1746736080000,2999021
1746736200000,3038560
1746736320000,2550379
1746736440000,3128975
1746736560000,2593587
1746736680000,3245245
1746736800000,3238465
1746736920000,3269092
1746737040000,3245079
1746737160000,3192822
1746737280000,3409810
1746737400000,2623946
1746737520000,3482787
1746737640000,3499481
1746737760000,2851513
1746737880000,2278604
1746738000000,3454686
1746738120000,3397959
1746738240000,3384668
1746738360000,3380627
1746738480000,3385513
1746738600000,3397115
1746738720000,2462198
1746738840000,3297757
1746738960000,3358637
1746739080000,3311438
1746739200000,1851310
1746739320000,2538678
1746739440000,3307573
1746739560000,3272673
1746739680000,3277967
1746739800000,3262709
1746739920000,3290582
1746740040000,3257474
1746740160000,3281640
1746740280000,3267709
1746740400000,3266782
1746740520000,3261882
1746740640000,2694715
1746740760000,3251346
1746740880000,3170171
1746741000000,3187509
1746741120000,1969451
1746741240000,2357408
1746741360000,3249409
1746741480000,3222206
1746741600000,3209719
1746741720000,3226453
1746741840000,3174064
1746741960000,3242767
1746742080000,3567341
1746742200000,3301121
1746742320000,3258514
1746742440000,3413533
1746742560000,3317105
1746742680000,3254960
1746742800000,3420239
1746742920000,3646537
1746743040000,3698914
1746743160000,3681423
1746743280000,4108330
1746743400000,3925466
1746743520000,3097770
1746743640000,4069918
1746743760000,4030893
1746743880000,4100731
1746744000000,4112106
1746744120000,4059448
1746744240000,3221684
1746744360000,4149541
1746744480000,3884887
1746744600000,4163146
1746744720000,4162916
1746744840000,4247446
1746744960000,3950991
1746745080000,3159021
1746745200000,4252282
1746745320000,3942786
1746745440000,4203552
1746745560000,3919450
1746745680000,3112023
1746745800000,3165335
1746746040000,4047765
1746746160000,4145124
1746746280000,3118527
1746746400000,4047654
1746746520000,4203060
1746746640000,4124305
1746746760000,3137591
1746746880000,4105072
1746747000000,4124455
1746747120000,3058100
1746747240000,4017900
1746747360000,3954427
1746747480000,4119797
1746747600000,4069000
1746747720000,4129186
1746747840000,3733564
1746747960000,3736304
1746748080000,3756962
1746748200000,3735518
1746748320000,3759635
1746748440000,3767811
1746748560000,822009
1746748680000,2505696
1746748800000,3748943
1746748920000,3740652
1746749040000,2860792
1746749160000,3695826
1746749280000,3723993
1746749400000,2897290
1746749520000,3750695
1746749640000,3729687
1746749760000,3757592
1746749880000,3756724
1746750000000,3505127
1746750120000,3499769
1746750240000,3544386
1746750360000,2802687
1746750480000,3657285
1746750600000,2048423
1746750720000,3809878
1746750840000,3681043
1746750960000,3681414
1746751080000,2926703
1746751200000,3708343
1746751320000,3721268
1746751440000,2875604
1746751560000,3668560
1746751680000,3679626
1746751800000,3713637
1746751920000,2868573
1746752040000,3685863
1746752160000,2911358
1746752280000,3718095
1746752400000,2894092
1746752520000,2148533
1746752640000,3725916
1746752760000,3760124
1746752880000,2552396
1746753000000,3768976
1746753120000,2498265
1746753240000,2446768
1746753360000,3686802
1746753480000,3761412
1746753600000,3690615
1746753720000,3670654
1746753840000,3676301
1746753960000,3723984
1746754080000,3734808
1746754200000,3722187
1746754320000,3703016
1746754440000,3666039
1746754560000,3766615
1746754680000,3792561
1746754800000,3770889
1746754920000,3804038
1746755040000,3733361
1746755160000,3766714
1746755280000,3792366
1746755400000,3800176
1746755520000,2554055
1746755640000,2908329
1746755760000,2864442
1746755880000,3698936
1746756000000,3724519
1746756120000,2570843
1746756240000,3782552
1746756360000,3802708
1746756480000,2844391
1746756600000,2516834
1746756720000,2860866
1746756840000,3773405
1746756960000,3758737
1746757080000,2916376
1746757200000,3759668
1746757320000,2948866
1746757440000,3769326
1746757560000,3820524
1746757680000,2937755
1746757800000,3797987
1746757920000,3756850
1746758040000,3746670
1746758160000,3805483
1746758280000,2886408
1746758400000,3755228
1746758520000,3755269
1746758640000,3787724
1746758760000,3717212
1746758880000,3759431
1746759000000,3692990
1746759120000,3675055
1746759240000,3683011
1746759360000,3658951
1746759480000,3641209
1746759600000,3640835
1746759720000,3569812
1746759840000,3520098
1746759960000,2708165
1746760080000,3504895
1746760200000,3452609
1746760320000,2554880
1746760440000,3420836
1746760560000,3416721
1746760680000,3429464
1746760800000,3452843
1746760920000,3454146
1746761040000,3433156
1746761160000,3420686
1746761280000,2722249
1746761400000,3372389
1746761520000,3380950
1746761640000,3395814
1746761760000,3383568
1746761880000,2847288
1746762000000,1774066
1746762120000,3419067
1746762240000,3656706
1746762360000,3714083
1746762480000,3714263
1746762600000,3716217
1746762720000,3683686
1746762840000,3701166
1746762960000,3705888
1746763080000,3709046
1746763200000,2824162
1746763320000,3674400
1746763440000,2836539
1746763560000,2780500
1746763680000,3679952
1746763800000,3675671
1746763920000,3692793
1746764040000,3691851
1746764160000,2381912
1746764280000,2788052
1746764400000,3683408
1746764520000,3647311
1746764640000,3714911
1746764760000,3640455
1746764880000,2962511
1746765000000,3702141
1746765120000,3728889
1746765240000,3651777
1746765360000,3725045
1746765480000,3690933
1746765600000,2813621
1746765720000,3694884
1746765840000,2791573
1746765960000,3681248
1746766080000,2825688
1746766200000,3677852
1746766320000,3691274
1746766440000,3650442
1746766560000,3715122
1746766680000,3648139
1746766800000,2805881
1746766920000,3689143
1746767040000,2416762
1746767160000,3660190
1746767280000,3667420
1746767400000,2792039
1746767520000,3616722
1746767640000,3621451
1746767760000,2380152
1746767880000,2750519
1746768000000,3655240
1746768120000,3605354
1746768240000,3607604
1746768360000,3586050
1746768480000,3610976
1746768600000,2792929
1746768720000,3638732
1746768840000,3619098
1746768960000,3567563
1746769080000,3590046
1746769200000,3627801
1746769320000,3619815
1746769440000,3592652
1746769560000,3591551
1746769680000,3637284
1746769800000,3593167
1746769920000,3607319
1746770040000,3662093
1746770160000,3657248
1746770280000,3641855
1746770400000,2836289
1746770520000,2821999
1746770640000,3641798
1746770760000,2797814
1746770880000,2735863
1746771000000,2914813
1746771120000,3642204
1746771240000,3647802
1746771360000,3602401
1746771480000,3669155
1746771600000,3619997
1746771720000,3662578
1746771840000,3577018
1746771960000,2690761
1746772080000,2754915
1746772200000,3600771
1746772320000,3664850
1746772440000,1564753
1746772560000,3657232
1746772680000,3662085
1746772800000,2873472
1746772920000,3585601
1746773040000,3651611
1746773160000,3627419
1746773280000,3596948
1746773400000,2843686
1746773520000,2809621
1746773640000,3643572
1746773760000,3632899
1746773880000,3633712
1746774000000,2823968
1746774120000,2733099
1746774240000,3613124
1746774360000,2879717
1746774480000,3636365
1746774600000,3600249
1746774720000,3616638
1746774840000,2836060
1746774960000,3637936
1746775080000,3580518
1746775200000,2395275
1746775320000,3615820
1746775440000,3622060
1746775560000,2747063
1746775680000,3604307
1746775800000,3585244
1746775920000,2869134
1746776040000,3577264
1746776160000,3572577
1746776280000,2857015
1746776400000,3594451
1746776520000,3603895
1746776640000,3560031
1746776760000,3592904
1746776880000,3586406
1746777000000,3604533
1746777120000,3554029
1746777240000,3544844
1746777360000,3597257
1746777480000,3551669
1746777600000,3572025
1746777720000,3577762
1746777840000,3578554
1746777960000,3599714
1746778080000,3644277
1746778200000,3640648
1746778320000,3616944
1746778440000,2784599
1746778560000,3576868
1746778680000,3556140
1746778800000,3556914
1746778920000,3581521
1746779040000,3648386
1746779160000,3691040
1746779280000,2849333
1746779400000,2381625
1746779520000,3685716
1746779640000,2843128
1746779760000,3649740
1746779880000,3688505
1746780000000,3618199
1746780120000,3595923
1746780240000,3680897
1746780360000,3677457
1746780480000,3715534
1746780600000,3692953
1746780720000,2970012
1746780840000,3652014
1746780960000,2873276
1746781080000,3663393
1746781200000,2840354
1746781320000,3645007
1746781440000,3692205
1746781560000,3643673
1746781680000,3710007
1746781800000,3688697
1746781920000,3644067
1746782040000,3658059
1746782160000,3640499
1746782280000,3709278
1746782400000,3647275
1746782520000,3660452
1746782640000,2843464
1746782760000,3649807
1746782880000,3639293
1746783000000,3654938
1746783120000,2387669
1746783240000,2834742
1746783360000,3616722
1746783480000,3701333
1746783600000,3663528
1746783720000,3658608
1746783840000,3642258
1746783960000,2989756
1746784080000,3835867
1746784200000,3711275
1746784320000,3699335
1746784440000,3770525
1746784560000,3706652
1746784680000,2875185
1746784800000,3865773
1746784920000,3868889
1746785040000,3879169
1746785160000,3857768
1746785280000,3899536
1746785400000,3864807
1746785520000,3004534
1746785640000,2959698
1746785760000,3947371
1746785880000,3840807
1746786000000,2974596
1746786120000,3916344
1746786240000,3970790
1746786360000,4010511
1746786480000,3091512
1746786600000,4002328
1746786720000,4026863
1746786840000,4006084
1746786960000,3161872
1746787080000,3146391
1746787200000,4085348
1746787320000,3168928
1746787440000,3969959
1746787560000,3152920
1746787680000,3094328
1746787800000,3978097
1746787920000,4033084
1746788040000,4038855
1746788160000,3997161
1746788280000,4021111
1746788520000,3993038
1746788640000,4020344
1746788760000,3151035
1746788880000,3981747
1746789000000,4057339
1746789120000,4013067
1746789240000,4012438
1746789360000,3890752
1746789480000,3974677
1746789600000,2642464
1746789720000,3052646
1746789840000,3930621
1746789960000,3972777
1746790080000,3963662
1746790200000,3981621
1746790320000,4015984
1746790440000,3973039
1746790560000,3978339
1746790680000,3083960
1746790800000,2221448
1746790920000,3967044
1746791040000,3995788
1746791160000,3959902
1746791280000,2150998
1746791400000,3140448
1746791520000,3940255
1746791640000,3979603
1746791760000,4040247
1746791880000,4011095
1746792000000,3070445
1746792120000,3990539
1746792240000,1705586
1746792360000,3924047
1746792480000,3947375
1746792600000,3063733
1746792720000,3918842
1746792840000,3910993
1746792960000,3791746
1746793080000,2921637
1746793200000,3840063
1746793320000,3858108
1746793440000,3928478
1746793560000,4001672
1746793680000,3926031
1746793800000,3084286
1746793920000,3919520
1746794040000,3963731
1746794160000,3915626
1746794280000,1775422
1746794400000,3976379
1746794640000,3946617
1746794760000,1713463
1746794880000,3911221
1746795000000,3899956
1746795120000,3908761
1746795240000,3901999
1746795360000,2169900
1746795480000,3946198
1746795600000,3895329
1746795720000,3872956
1746795840000,3977797
1746795960000,4028209
1746796080000,3910673
1746796200000,3872768
1746796320000,3941922
1746796440000,3952120
1746796560000,3961692
1746796680000,3965438
1746796800000,3899615
1746796920000,2140403
1746797040000,3928827
1746797160000,3925098
1746797280000,2954304
1746797400000,3085565
1746797520000,3920197
1746797640000,3902450
1746797760000,3890494
1746797880000,3906182
1746798000000,3103302
1746798120000,2972038
1746798240000,3900084
1746798360000,2999654
1746798480000,3839548
1746798600000,3903434
1746798720000,3895664
1746798840000,3920055
1746798960000,3967310
1746799080000,3945215
1746799200000,3924000
1746799320000,3922427
1746799440000,3904399
1746799560000,4021993
1746799680000,4014075
1746799800000,2674036
1746799920000,4031322
1746800040000,4007048
1746800160000,3966181
1746800280000,3991641
1746800400000,3997350
1746800520000,3978521
1746800640000,3936805
1746800760000,3880788
1746800880000,3925200
1746801000000,3925550
1746801120000,3930233
1746801240000,3033843
1746801360000,3956264
1746801480000,2056700
1746801600000,3792019
1746801720000,3867771
1746801840000,3859839
1746801960000,3799071
1746802080000,3848795
1746802200000,3082161
1746802320000,3766300
1746802440000,3041292
1746802560000,3672683
1746802680000,3664467
1746802800000,3683632
1746802920000,3778172
1746803040000,3697976
1746803160000,3733446
1746803280000,2962995
1746803400000,3647439
1746803520000,3774683
1746803640000,3773680
1746803760000,1519259
1746803880000,3803601
1746804000000,3020534
1746804120000,3791953
1746804240000,3685992
1746804360000,3775634
1746804480000,3793274
1746804600000,3816169
1746804720000,3729911
1746804840000,3750057
1746804960000,3719010
1746805080000,1653644
1746805200000,3739158
1746805320000,3777045
1746805440000,3859553
1746805560000,3795059
1746805680000,2449941
1746805800000,3025066
1746805920000,3906659
1746806040000,3996009
1746806160000,3957203
1746806280000,3962845
1746806400000,3066641
1746806520000,4092505
1746806640000,3103844
1746806760000,3898011
1746806880000,3095068
1746807000000,3906246
1746807120000,3966336
1746807240000,3927334
1746807360000,3978815
1746807480000,3982504
1746807600000,4024428
1746807720000,3939277
1746807840000,3068220
1746807960000,3954467
1746808080000,3945266
1746808200000,3972722
1746808320000,4087147
1746808440000,3963747
1746808560000,4118986
1746808680000,3952761
1746808800000,3073144
1746808920000,3987309
1746809040000,3936332
1746809160000,3057684
1746809280000,3932576
1746809400000,2649861
1746809520000,3978628
1746809640000,4074438
1746809760000,3961447
1746809880000,3988536
1746810000000,3982105
1746810120000,3969814
1746810240000,3949467
1746810360000,3075358
1746810480000,3943231
1746810600000,3953329
1746810720000,3979528
1746810840000,3973823
1746810960000,3960675
1746811080000,3867668
1746811200000,3896626
1746811320000,3860968
1746811440000,3848516
1746811560000,3939161
1746811680000,3949742
1746811800000,3937371
1746811920000,3822047
1746812040000,3836100
1746812160000,3764768
1746812280000,2909793
1746812400000,3774238
1746812520000,3885464
1746812640000,3884110
1746812760000,3961894
1746812880000,3093465
1746813120000,2578846
1746813240000,2525123
1746813360000,882079
1746813480000,3867090
1746813600000,3880560
1746813720000,2993236
1746813840000,3799001
1746813960000,3887382
1746814080000,3854739
1746814200000,3855104
1746814320000,3824311
1746814440000,3898009
1746814560000,3892536
1746814680000,3013407
1746814800000,3901082
1746814920000,3745294
1746815040000,3887006
1746815160000,3908848
1746815280000,3907520
1746815400000,3914674
1746815520000,3901185
1746815640000,4089895
1746815760000,4007061
1746815880000,4062557
1746816000000,4049812
1746816120000,4065785
1746816240000,3952025
1746816360000,3998788
1746816480000,3947675
1746816600000,3934915
1746816720000,3871604
1746816840000,3979482
1746816960000,4044175
1746817080000,4018028
1746817200000,4158540
1746817320000,4127600
1746817440000,4122104
1746817560000,4045699
1746817680000,2214796
1746817800000,4029183
1746817920000,4043068
1746818040000,3936393
1746818160000,4083671
1746818280000,4092591
1746818400000,4049055
1746818520000,4203760
1746818640000,3186615
1746818760000,4122860
1746818880000,3122016
1746819000000,3986190
1746819120000,3978252
1746819240000,3821415
1746819360000,3058900
1746819480000,3776327
1746819600000,3749165
1746819720000,3753665
1746819840000,4005224
1746819960000,3818685
1746820080000,3981848
1746820200000,3149418
1746820320000,3942011
1746820440000,3115823
1746820560000,3813617
1746820680000,2498738
1746820800000,2958464
1746820920000,3845495
1746821040000,3859610
1746821160000,3108900
1746821280000,3007270
1746821400000,3891405
1746821520000,3007523
1746821640000,3820398
1746821760000,3783057
1746821880000,3752497
1746822000000,3906212
1746822120000,3822396
1746822240000,2927041
1746822360000,3878073
1746822480000,3894128
1746822600000,3891846
1746822720000,3947844
1746822840000,3953162
1746822960000,3039133
1746823080000,3931773
1746823200000,1658133
1746823320000,3060810
1746823440000,3982698
1746823560000,3955574
1746823680000,3964871
1746823800000,3981130
1746823920000,3940164
1746824040000,3947326
1746824160000,4001160
1746824280000,3940503
1746824400000,3904937
1746824520000,3876895
1746824640000,3872443
1746824760000,3832339
1746824880000,3746107
1746825000000,3976118
1746825120000,3976568
1746825240000,3943760
1746825360000,3948760
1746825480000,3986038
1746825600000,3940798
1746825720000,4002877
1746825840000,3991933
1746825960000,4022304
1746826080000,3895393
1746826200000,4023643
1746826320000,3884793
1746826440000,3777304
1746826560000,3107071
1746826680000,3945281
1746826800000,3980995
1746826920000,3986132
1746827040000,3059901
1746827160000,2482387
1746827280000,2885755
1746827400000,3898862
1746827520000,3162429
1746827640000,3984669
1746827760000,3124313
1746827880000,4056443
1746828000000,3086645
1746828120000,3964302
1746828240000,3905858
1746828360000,3056109
1746828480000,3978889
1746828600000,3013207
1746828720000,3045159
1746828840000,3879566
1746828960000,3940300
1746829080000,3930412
1746829200000,3979974
1746829320000,4068857
1746829440000,4045557
1746829560000,3088418
1746829680000,3926370
1746829800000,3136357
1746829920000,3834881
1746830040000,2358435
1746830160000,3778193
1746830280000,3924700
1746830400000,2537549
1746830520000,3930448
1746830640000,3961650
1746830760000,3948047
1746830880000,3064366
1746831000000,2969153
1746831120000,3856870
1746831240000,3784058
1746831360000,3934599
1746831480000,4018926
1746831600000,4006398
1746831720000,3952418
1746831840000,3968195
1746831960000,3912139
1746832080000,3907635
1746832200000,3931265
1746832320000,3972500
1746832440000,3849170
1746832560000,3834440
1746832680000,3862992
1746832800000,2993375
1746832920000,3103118
1746833040000,3958845
1746833160000,3080368
1746833280000,3074671
1746833400000,3956807
1746833520000,2154668
1746833640000,4002579
1746833760000,3152663
1746833880000,4081080
1746834000000,4080326
1746834120000,3208095
1746834240000,4169642
1746834360000,4182200
1746834480000,4085935
1746834600000,4098287
1746834720000,4148571
1746834840000,4240897
1746834960000,4184244
1746835080000,4161829
1746835200000,4027650
1746835320000,3149018
1746835440000,3976634
1746835560000,4043770
1746835680000,3977350
1746835800000,3964549
1746835920000,3987199
1746836040000,3932391
1746836160000,2521811
1746836280000,3865421
1746836400000,3916300
1746836520000,3976117
1746836640000,3101164
1746836760000,3183529
1746836880000,3202756
1746837000000,4040571
1746837120000,4123646
1746837240000,4079758
1746837360000,4164957
1746837480000,4189424
1746837600000,4135069
1746837720000,4200184
1746837840000,4099348
1746837960000,4111102
1746838080000,4119014
1746838200000,4075437
1746838320000,3248374
1746838440000,4028269
1746838560000,4118416
1746838680000,3230221
1746838800000,4264228
1746838920000,4235302
1746839040000,4044383
1746839160000,4024739
1746839280000,3987305
1746839400000,3995452
1746839520000,4160995
1746839640000,3138654
1746839760000,4156257
1746839880000,4123258
1746840000000,4154279
1746840120000,4181255
1746840240000,4260173
1746840360000,4182647
1746840480000,3113796
1746840600000,2241842
1746840720000,4068021
1746840840000,3995124
1746840960000,4176975
1746841080000,4090725
1746841200000,1826918
1746841320000,3188905
1746841440000,4107660
1746841560000,4034296
1746841680000,4155619
1746841800000,4126220
1746841920000,3862561
1746842040000,3852061
1746842160000,3798614
1746842280000,3796446
1746842400000,3951324
1746842520000,3994569
1746842640000,4051099
1746842760000,4077802
1746842880000,3997093
1746843000000,4004689
1746843120000,4018307
1746843240000,3094246
1746843360000,4043143
1746843480000,4010119
1746843600000,3137402
1746843720000,4087572
1746843840000,3180139
1746843960000,4091658
1746844080000,4108554
1746844200000,3116470
1746844320000,3995540
1746844440000,3958535
1746844560000,3038534
1746844680000,3966359
1746844800000,2558576
1746844920000,3800035
1746845040000,3986707
1746845160000,4086245
1746845280000,4075087
1746845400000,4149331
1746845520000,3227079
1746845640000,3148869
1746845760000,4096382
1746845880000,4015936
1746846000000,3940576
1746846120000,3966737
1746846240000,3030633
1746846360000,3908261
1746846480000,3948011
1746846600000,3874252
1746846720000,3952359
1746846840000,3952794
1746846960000,3997620
1746847080000,3912294
1746847200000,2952052
1746847320000,3652859
1746847440000,3658447
1746847560000,3713883
1746847680000,3894543
1746847800000,3848450
1746847920000,3840585
1746848040000,2937391
1746848160000,3813240
1746848280000,3770328
1746848400000,3824180
1746848520000,3874296
1746848640000,2890960
1746848760000,2937352
1746848880000,3794985
1746849000000,3832245
1746849120000,3828328
1746849240000,2868785
1746849360000,3876888
1746849480000,3904894
1746849600000,3896916
1746849720000,3846176
1746849840000,3828828
1746849960000,3652575
1746850080000,3544670
1746850200000,3534769
1746850320000,3528481
1746850440000,3681711
1746850560000,2842495
1746850680000,3618913
1746850800000,3755250
1746850920000,3760497
1746851040000,3858319
1746851160000,3700728
1746851280000,3691630
1746851400000,3674132
1746851520000,3761522
1746851640000,3719595
1746851760000,2791597
1746851880000,3699130
1746852000000,3700179
1746852120000,2810324
1746852240000,3639018
1746852360000,2746517
1746852480000,3633795
1746852600000,3703984
1746852720000,3706844
1746852840000,3691648
1746852960000,3599175
1746853080000,3610873
1746853200000,3509955
1746853320000,3609500
1746853440000,3687327
1746853560000,2774630
1746853680000,3779599
1746853800000,3874705
1746853920000,2847900
1746854040000,3871600
1746854160000,3807421
1746854280000,3769926
1746854400000,3753278
1746854520000,3830309
1746854640000,3802845
1746854760000,3832611
1746854880000,3720644
1746855000000,3748318
1746855120000,3801338
1746855240000,3741259
1746855360000,3787440
1746855480000,3756337
1746855600000,3760118
1746855720000,3738705
1746855840000,2812034
1746855960000,3682081
1746856080000,3701802
1746856200000,3917926
1746856320000,3775065
1746856440000,3927400
1746856560000,3861398
1746856680000,3771324
1746856800000,3877274
1746856920000,3813839
1746857040000,2871854
1746857160000,3890997
1746857280000,3889878
1746857400000,3903635
1746857520000,3894221
1746857640000,3878555
1746857760000,3843733
1746857880000,2956999
1746858000000,2634646
1746858120000,3733364
1746858240000,3769868
1746858360000,2805581
1746858480000,2665786
1746858600000,3539484
1746858720000,3542512
1746858840000,3452627
1746858960000,3501386
1746859080000,3417086
1746859200000,3412470
1746859320000,3393434
1746859440000,3526168
1746859560000,3654243
1746859680000,3663497
1746859800000,3694435
1746859920000,3728610
1746860040000,3845304
1746860160000,3731996
1746860280000,3840002
1746860400000,3835519
1746860520000,2675790
1746860640000,3804472
1746860760000,2858628
1746860880000,3846263
1746861000000,3799737
1746861120000,3871374
1746861240000,3802308
1746861360000,2669547
1746861480000,3768403
1746861600000,3892157
1746861720000,3830027
1746861840000,2895788
1746861960000,3727671
1746862080000,3724275
1746862200000,3666480
1746862320000,2823776
1746862440000,2825175
1746862560000,3628076
1746862680000,3632812
1746862800000,3632232
1746862920000,3574903
1746863040000,3645063
1746863160000,3665419
1746863280000,3819746
1746863400000,3771539
1746863520000,3803544
1746863640000,3825885
1746863760000,3825276
1746863880000,3702863
1746864000000,3729003
1746864120000,2941894
1746864240000,3738317
1746864360000,3732914
1746864480000,3733957
1746864600000,2716151
1746864720000,2650801
1746864840000,3642506
1746864960000,3667168
1746865080000,3660567
1746865200000,3691887
1746865320000,3660477
1746865440000,3653899
1746865560000,3621065
1746865680000,3819755
1746865800000,3835119
1746865920000,3859443
1746866040000,3856234
1746866160000,3839401
1746866280000,3841983
1746866400000,3835574
1746866520000,2933634
1746866640000,3721008
1746866760000,3705668
1746866880000,3689341
1746867000000,3959690
1746867120000,3816644
1746867240000,3865133
1746867360000,3137848
1746867480000,3958305
1746867600000,4177260
1746867720000,4154746
1746867840000,4148759
1746867960000,4206002
1746868080000,2757258
1746868200000,2693889
1746868320000,3299882
1746868440000,3270046
1746868560000,1936667
1746868680000,1910550
1746868800000,4240739
1746868920000,3304067
1746869040000,4200885
1746869160000,4277443
1746869280000,4214546
1746869400000,4067230
1746869520000,3981773
1746869640000,4014151
1746869760000,3970857
1746869880000,4099908
1746870000000,3161996
1746870120000,4030137
1746870240000,4032563
1746870360000,2320463
1746870480000,3952583
1746870600000,3016489
1746870720000,4198747
1746870840000,4113983
1746870960000,3195318
1746871080000,4245054
1746871200000,4221130
1746871320000,4255250
1746871440000,4257822
1746871560000,4177609
1746871680000,4283818
1746871920000,4261259
1746872040000,4161479
1746872160000,4142084
1746872280000,4175137
1746872400000,4265172
1746872520000,3264868
1746872640000,4276578
1746872760000,4215443
1746872880000,2758551
1746873000000,4163608
1746873120000,4028329
1746873240000,4079797
1746873360000,4012667
1746873480000,4017078
1746873600000,3987152
1746873720000,3947682
1746873840000,3818133
1746873960000,3991089
1746874080000,4077874
1746874200000,4016345
1746874320000,1600817
1746874440000,3917054
1746874560000,3105013
1746874680000,4159649
1746874800000,4221045
1746874920000,4214335
1746875040000,2775431
1746875160000,4204107
1746875280000,4143371
1746875400000,4209973
1746875520000,4117597
1746875640000,3257527
1746875760000,4197566
1746875880000,4247966
1746876000000,3319176
1746876120000,3225613
1746876240000,3187147
1746876360000,3250736
1746876480000,4236508
1746876600000,4246638
1746876720000,4151839
1746876840000,4157587
1746876960000,4199320
1746877080000,3021722
1746877200000,4131756
1746877320000,4029418
1746877440000,4004657
1746877560000,3059642
1746877680000,4044719
1746877800000,3914866
1746877920000,3869969
1746878040000,3732071
1746878160000,2953997
1746878280000,4182665
1746878400000,4239084
1746878520000,3253728
1746878640000,3321901
1746878760000,4233823
1746878880000,4139276
1746879000000,4234966
1746879120000,3299645
1746879240000,4202727
1746879360000,4167994
1746879480000,4152151
1746879600000,4108844
1746879720000,4180871
1746879840000,4000502
1746879960000,3223942
1746880080000,4148278
1746880200000,4279425
1746880320000,4364250
1746880440000,3283280
1746880560000,4331418
1746880680000,4202570
1746880800000,4180325
1746880920000,3209854
1746881040000,4208407
1746881160000,4075793
1746881280000,4095522
1746881400000,4077182
1746881520000,3956231
1746881640000,4106307
1746881760000,4202530
1746881880000,4269942
1746882000000,4360284
1746882120000,4290093
1746882240000,4268667
1746882360000,4210780
1746882480000,4306723
1746882600000,4232578
1746882720000,4340751
1746882840000,4332145
1746882960000,4352986
1746883080000,4335557
1746883200000,4245505
1746883320000,3062033
1746883440000,4334400
1746883560000,4354830
1746883680000,4368118
1746883800000,4300437
1746883920000,4283086
1746884040000,3469198
1746884160000,4218467
1746884280000,4194481
1746884400000,4173847
1746884520000,4124959
1746884640000,4146216
1746884760000,4075034
1746884880000,4165946
1746885000000,2262274
1746885120000,4096412
1746885240000,4053127
1746885360000,4007694
1746885480000,4075443
1746885600000,4320125
1746885720000,4317539
1746885840000,4296206
1746885960000,4383619
1746886080000,4192149
1746886200000,3297937
1746886320000,3368978
1746886440000,4415963
1746886560000,4368453
1746886680000,4438817
1746886800000,4330850
1746886920000,4326726
1746887040000,4409402
1746887160000,3383472
1746887280000,4378345
1746887400000,4451886
1746887520000,4230756
1746887640000,3305506
1746887760000,4324420
1746887880000,4212188
1746888000000,4066764
1746888120000,4201855
1746888240000,4242390
1746888360000,4107283
1746888480000,4022761
1746888600000,4000306
1746888720000,4007930
1746888840000,2291890
1746888960000,3940295
1746889080000,4199103
1746889200000,4162317
1746889320000,4181148
1746889440000,4080382
1746889560000,4120000
1746889680000,3248588
1746889800000,4169672
1746889920000,3212667
1746890040000,4203226
1746890160000,3291522
1746890280000,3161680
1746890400000,4164406
1746890520000,4224023
1746890640000,4248783
1746890760000,4152949
1746890880000,4287547
1746891000000,4139376
1746891120000,4292897
1746891240000,4163714
1746891360000,4276595
